user_id,book_id,rating
158,6833,3
158,8857,4
158,8906,5
164,2486,3
164,3253,4
164,3722,4
164,4029,5
164,5407,5
164,5514,1
172,2388,4
172,3733,4
172,5702,3
172,5897,4
172,6363,4
172,7028,4
172,7713,4
172,8736,4
172,9458,5
173,34,1
173,92,5
173,106,2
173,108,3
173,112,5
173,141,4
173,147,3
173,174,5
173,226,4
173,258,5
173,291,4
173,421,4
173,458,3
173,531,3
173,534,4
173,664,2
173,702,4
173,782,4
173,867,4
173,940,2
173,1385,4
173,1819,4
173,2771,3
173,4860,4
173,6613,5
173,7059,1
178,380,3
178,522,5
178,662,4
178,779,5
178,816,4
178,975,5
178,1184,4
178,1239,3
178,1310,3
178,1500,4
178,1566,3
178,1613,4
178,1688,4
178,1703,3
178,2304,4
178,2627,4
178,2809,3
178,2875,4
178,3106,4
178,3186,5
178,3400,4
178,3560,3
178,3703,5
178,3955,3
178,4942,3
178,7333,4
178,8124,3
178,8996,4
181,6449,4
181,6704,3
181,7329,5
181,7559,4
181,8389,3
181,8703,5
181,9533,4
194,5076,4
194,5210,4
194,6808,3
194,6820,4
194,7338,3
194,8951,4
202,214,5
202,447,4
202,508,3
202,838,4
202,932,3
202,1323,3
202,1646,4
202,3044,5
202,3170,5
202,8140,3
206,3505,5
206,5395,3
206,6242,4
206,8425,5
206,8687,4
207,1495,4
207,1827,3
207,2991,3
207,3817,5
207,3924,3
207,4085,3
207,5558,3
207,5775,5
207,6113,4
207,7047,3
207,7292,2
207,7372,3
207,8093,3
207,8290,3
207,8707,3
207,9006,3
208,4325,4
208,5034,3
208,5857,3
208,5976,4
208,6723,2
208,6747,3
209,1239,4
209,2148,3
209,3439,3
209,4584,3
209,6417,4
209,6813,3
209,7079,4
209,8543,3
213,3751,2
213,3867,3
213,3908,3
213,4111,4
213,5031,3
213,8676,4
213,9823,3
215,1014,4
215,1096,4
215,1179,3
215,3028,3
215,3555,3
215,3974,5
215,4118,3
215,5049,5
215,5658,4
215,6484,3
215,7506,3
215,7904,2
215,8195,3
215,8667,3
217,5620,4
217,5716,4
217,6442,3
217,6679,4
217,7143,4
217,7426,4
217,7707,4
217,9313,4
218,2390,4
218,2419,3
218,2637,5
218,2739,4
218,3555,2
218,4246,4
218,4602,4
218,6808,3
218,8384,4
218,9188,3
220,2766,3
220,4173,4
220,4213,3
220,6249,4
220,9257,4
220,9956,4
226,3505,3
226,4018,2
226,4394,5
226,4729,5
226,5326,2
226,5330,4
226,6727,5
230,438,5
230,617,4
230,657,3
230,924,2
230,1293,3
230,1441,5
230,1466,4
230,1581,4
230,1990,2
230,2114,3
230,2204,3
230,2316,3
230,2598,5
230,2612,5
230,2615,2
230,2736,3
230,4039,2
230,4178,2
230,4538,3
230,5023,4
230,6458,3
230,6968,3
230,7789,5
232,1146,5
232,2869,5
232,3792,4
232,6049,4
232,8079,4
232,8654,4
232,8819,5
242,3048,2
242,3457,4
242,4468,3
242,4640,4
242,5269,5
242,7769,4
242,9946,4
244,753,4
244,914,4
244,1205,3
244,2487,4
244,3099,3
244,3573,3
244,3679,4
244,4096,3
244,5146,4
244,5191,4
244,5254,3
244,5332,3
244,5474,3
244,5538,4
244,5591,3
244,7603,4
244,8944,4
246,1853,4
246,3485,4
246,3915,2
246,4740,4
246,5310,4
246,5838,3
246,6207,3
246,7950,3
247,1313,5
247,1664,5
247,2809,3
247,3425,4
247,3856,4
247,4250,5
247,4620,4
247,4842,2
247,4971,3
247,5885,4
247,6299,2
248,777,4
248,2029,3
248,2079,4
248,2288,4
248,6818,4
248,9185,4
248,9247,3
251,2451,5
251,3049,4
251,4027,5
251,4301,4
251,4729,4
251,4753,5
251,5019,5
251,5263,5
251,5510,5
251,8523,4
252,1988,4
252,2906,4
252,3594,3
252,3603,4
252,5419,4
252,8600,3
252,9961,3
256,668,4
256,1190,3
256,1238,5
256,1334,3
256,1482,3
256,1664,4
256,2114,4
256,2240,4
256,2350,3
256,3456,3
256,3720,4
256,3724,3
274,230,5
274,347,5
274,416,5
274,430,5
274,483,4
274,542,5
274,561,4
274,649,5
274,715,5
274,718,5
274,765,5
274,857,4
274,1196,5
274,1714,5
274,2969,3
274,3739,5
274,4939,5
274,5076,5
274,5553,4
274,6389,5
274,7655,4
274,9966,5
277,4541,4
277,5880,4
277,6596,3
277,6649,4
277,6754,4
277,7452,3
280,2963,4
280,4297,5
280,7572,3
280,8438,4
280,9503,4
282,2302,2
282,2371,3
282,3416,3
282,3657,4
282,3963,5
282,4302,3
282,5573,4
282,7426,3
282,7644,5
284,1359,4
284,2791,3
284,2978,5
284,3005,3
284,3144,4
284,3416,3
284,3490,3
284,4025,4
284,5055,5
284,6140,4
284,6377,5
284,7293,5
284,7809,5
284,8299,4
284,8730,4
284,8756,3
287,1722,5
287,3000,5
287,3200,5
287,3359,5
287,5999,5
291,3635,3
291,4228,4
291,4874,5
291,4881,4
291,5398,5
291,6725,2
291,6880,5
291,7299,3
291,8074,3
291,9238,4
306,4003,3
306,4250,3
306,4719,3
306,5717,4
306,6927,2
307,385,4
307,870,5
307,973,2
307,1125,3
307,1252,5
307,1732,3
307,1738,5
307,1741,5
307,2051,4
307,2284,5
307,2335,4
307,3586,4
307,4131,3
307,4610,3
307,7898,2
307,8549,3
307,9116,2
310,2613,5
310,2652,3
310,4607,5
310,5241,3
310,7133,4
310,7599,4
311,2349,1
311,4823,3
311,5625,3
311,6321,3
311,7573,3
311,8350,2
311,9700,3
314,3,3
314,22,3
314,35,4
314,44,3
314,61,3
314,75,3
314,101,3
314,102,4
314,103,5
314,104,4
314,134,3
314,135,4
314,163,3
314,165,4
314,166,3
314,167,4
314,175,4
314,183,3
314,215,5
314,236,3
314,274,4
314,290,4
314,327,4
314,342,2
314,343,3
314,370,2
314,421,4
314,482,4
314,487,4
314,492,3
314,525,3
314,684,3
314,713,4
314,1002,4
314,1007,4
314,1008,4
314,1009,4
314,1044,3
314,1290,4
314,1373,3
314,1716,4
314,1854,4
314,2135,4
314,2294,4
314,2673,5
314,3712,4
314,3914,4
314,4002,3
314,4705,4
314,5222,4
314,5758,4
314,6174,2
315,2258,4
315,2690,4
315,4540,4
315,4786,4
315,5921,5
315,6650,4
319,960,4
319,1089,4
319,1142,4
319,1343,4
319,1476,4
319,1525,1
319,1528,4
319,1646,3
319,1797,4
319,1937,4
319,2937,5
319,2959,3
319,3177,3
319,3317,4
319,3396,5
319,3407,2
319,3642,3
319,3648,3
319,3795,4
319,3868,4
319,4806,3
319,5145,4
319,5301,4
319,5463,4
319,6891,4
319,8103,4
319,8460,4
320,6011,5
320,7282,4
320,8035,5
320,8867,4
320,9408,4
321,1557,3
321,1873,4
321,2290,4
321,2926,3
321,4298,4
321,4301,5
321,7046,4
323,3059,5
323,3747,4
323,4405,4
323,4612,3
323,4643,4
323,4725,4
323,5453,4
323,5691,5
323,6414,4
323,8066,5
323,8486,4
323,8552,5
323,8632,4
323,9354,4
324,1709,4
324,1725,4
324,1801,4
324,2052,4
324,2657,4
324,2740,4
324,3137,4
324,3720,4
324,4277,4
324,5568,4
324,7123,4
324,7251,4
324,8275,5
324,9006,3
324,9432,5
329,1146,5
329,2143,4
329,2569,4
329,4118,2
329,4454,4
329,5980,1
329,6738,4
329,7299,4
329,7336,3
329,7521,3
335,932,4
335,3129,4
335,3844,5
335,4774,3
335,6307,3
335,8141,5
335,9006,3
336,2774,5
336,3623,4
336,3845,4
336,4377,5
336,4626,4
336,4923,5
336,5164,5
336,5680,5
336,6237,4
336,7219,5
336,7938,5
336,9154,4
338,1265,5
338,1282,3
338,1620,3
338,1692,2
338,1825,3
338,2229,1
338,2556,5
338,2914,5
338,3828,5
338,6389,4
341,351,3
341,460,3
341,643,2
341,849,2
341,931,4
341,970,3
341,1236,3
341,1383,4
341,1616,4
341,1645,4
341,1754,5
341,1803,4
341,2011,3
341,2278,3
341,3657,3
341,3711,3
341,4069,4
341,4683,4
341,4964,4
341,6733,4
342,1078,3
342,2310,5
342,3026,3
342,4016,3
342,4673,3
342,6465,3
342,7278,4
342,8870,5
343,610,5
343,659,2
343,924,3
343,963,5
343,1016,3
343,1048,5
343,1157,3
343,1176,4
343,1311,3
343,1485,4
343,1672,4
343,2777,3
343,3136,3
343,3204,4
343,3671,5
343,3766,5
343,3861,5
343,4547,4
343,4600,4
343,4631,5
343,4909,4
343,6137,3
343,9185,4
345,1124,3
345,2361,3
345,2479,4
345,3250,4
345,3837,4
345,3966,2
345,4005,3
345,5734,3
345,5969,3
345,6644,2
345,6675,4
345,6919,2
345,7155,3
345,7970,4
345,8416,3
346,2011,3
346,2246,4
346,2307,4
346,2479,3
346,2840,5
346,3481,3
346,3751,1
346,3952,5
346,4020,4
346,4116,5
346,4239,5
346,8045,5
346,8582,3
346,8722,5
349,900,5
349,956,4
349,3085,4
349,3321,4
349,3590,4
349,3625,4
349,3828,3
349,6173,5
349,7579,4
349,7651,3
349,7923,5
349,8915,4
349,9834,3
352,4624,4
352,4660,3
352,5029,5
352,6122,5
352,6138,4
352,7874,4
352,8203,5
352,9299,1
352,9650,4
356,1637,3
356,4507,5
356,5203,3
356,6720,5
356,8389,5
356,8915,4
358,3766,3
358,3877,3
358,5054,5
358,5614,4
358,6971,5
358,7239,5
360,1886,3
360,1926,2
360,3329,2
360,3987,2
360,4942,3
360,8664,3
362,775,4
362,1025,2
362,1515,4
362,1928,4
362,2029,1
362,2440,4
362,4106,4
362,6351,1
362,7592,4
363,1221,2
363,1226,3
363,1694,3
363,1821,3
363,1856,4
363,2031,3
363,2233,4
363,2264,2
363,2270,3
363,2296,3
363,2393,3
363,2800,2
363,3772,1
363,4137,2
363,4908,4
363,5007,2
363,5166,2
363,5766,4
366,2822,3
366,4067,3
366,4130,2
366,6390,3
366,7205,4
366,9721,3
368,56,1
368,64,2
368,96,2
368,99,3
368,124,5
368,196,4
368,213,3
368,295,3
368,377,3
368,649,3
368,860,3
368,887,3
368,1030,4
368,1145,2
368,1256,4
368,1582,4
368,2314,5
368,2579,3
368,2945,3
368,3400,4
368,4768,2
368,4932,3
368,5215,3
368,7557,4
370,3614,4
370,3918,4
370,5243,4
370,7351,3
370,7509,3
370,7513,5
370,9407,4
373,3235,3
373,4803,3
373,5702,5
373,7581,4
373,9595,5
376,1496,3
376,1500,3
376,1674,4
376,1731,4
376,2258,5
376,2584,5
376,2682,4
376,2806,4
376,2958,4
376,3133,2
376,3884,3
376,3954,5
376,4118,3
376,5192,3
376,5249,4
376,5520,5
376,7032,4
376,8128,4
376,8497,4
376,9857,2
377,721,4
377,931,3
377,2137,4
377,2313,5
377,2615,3
377,3961,4
377,4231,5
377,5313,4
377,5587,4
377,5709,4
377,5977,4
377,6954,4
377,7664,5
377,8065,4
377,9054,4
381,430,4
381,1262,4
381,2045,3
381,2163,5
381,2230,5
381,2352,2
381,3196,4
381,3578,5
381,3758,5
381,4215,4
381,5415,5
381,6005,5
381,7118,5
381,7226,5
381,7253,5
381,8401,5
381,9175,5
387,392,4
387,1529,3
387,3197,1
387,3579,2
387,4766,3
387,4964,3
387,5929,3
387,8753,2
389,1613,5
389,1853,4
389,2790,5
389,3142,5
389,3417,5
389,4788,5
389,7155,4
395,3951,3
395,6104,4
395,6348,4
395,9070,3
395,9587,3
395,9860,3
398,1926,4
398,4560,4
398,4917,4
398,5514,5
398,6351,4
398,6441,5
398,7249,4
398,7375,5
400,1624,5
400,3342,4
400,4730,3
400,4772,4
400,4898,2
400,8134,3
403,878,4
403,2661,4
403,2702,5
403,3054,3
403,3400,3
405,4900,5
405,6161,4
405,7193,3
405,8326,2
405,8914,3
405,9752,4
407,352,3
407,745,4
407,761,3
407,1310,4
407,1588,3
407,2193,3
407,3012,3
407,3529,2
407,4067,2
407,4103,2
407,6326,3
407,6355,3
407,8698,4
407,9163,3
407,9485,3
409,2698,3
409,3821,4
409,4216,3
409,4570,4
409,5119,4
409,6251,4
409,6544,4
419,5363,4
419,6033,3
419,7239,4
419,7731,4
419,7844,5
419,7953,3
419,8600,4
419,8672,3
420,2129,3
420,4139,2
420,5019,3
420,7333,2
420,7379,5
420,9129,2
424,435,3
424,630,5
424,943,3
424,1190,5
424,1849,5
424,2039,4
424,2136,2
424,2181,5
424,2217,2
424,2294,2
424,3781,1
424,3783,1
424,6883,3
424,7013,4
424,7318,1
424,7421,3
425,1452,5
425,1480,4
425,1572,4
425,1791,4
425,1895,5
425,2632,5
425,2684,4
425,2761,4
425,3082,5
425,3086,4
425,3177,4
425,3593,4
425,4087,3
425,4396,5
425,5221,4
425,7558,2
425,7883,5
426,1444,3
426,2948,4
426,3074,5
426,3546,4
426,4697,3
426,5242,2
426,6049,4
426,6588,4
426,7227,5
426,8384,5
426,9188,2
430,1282,4
430,1503,4
430,1570,4
430,1727,5
430,3202,3
430,3313,3
430,3338,4
430,3650,4
430,4221,4
430,4872,3
430,5122,3
430,5707,4
430,6242,4
430,8907,5
432,3211,3
432,4141,4
432,4899,4
432,6394,2
432,8864,3
439,7,3
439,17,5
439,22,3
439,23,2
439,35,3
439,38,4
439,63,3
439,67,4
439,78,3
439,81,2
439,102,4
439,115,5
439,124,4
439,145,1
439,148,3
439,157,4
439,186,3
439,274,4
439,293,4
439,311,4
439,325,3
439,326,2
439,339,5
439,364,3
439,430,3
439,467,4
439,487,3
439,501,3
439,587,3
439,635,3
439,657,2
439,694,2
439,779,5
439,825,3
439,840,4
439,867,3
439,1068,4
439,1083,4
439,1100,3
439,1158,4
439,1435,4
439,1464,4
439,1503,4
439,1597,5
439,2738,3
439,2827,3
439,3533,3
439,3979,2
439,4027,3
439,4130,2
439,4473,2
439,6333,3
439,6533,2
439,7796,2
439,9691,3
440,5286,2
440,6278,4
440,7407,3
440,9102,4
440,9600,3
443,1577,4
443,2231,3
443,3208,5
443,3545,4
443,4149,5
443,5418,3
443,6535,4
443,6682,2
443,8309,4
446,328,5
446,616,4
446,743,5
446,1111,3
446,1145,3
446,1149,4
446,1457,5
446,1547,4
446,1748,4
446,1842,4
446,1966,3
446,2136,3
446,2433,4
446,2820,4
446,3011,5
446,3550,2
446,3567,4
446,4360,4
446,5667,4
446,5748,3
446,6454,4
447,1414,4
447,1718,5
447,2054,4
447,2650,4
447,2985,5
447,3992,4
447,5029,3
447,5215,5
447,5378,3
447,6427,4
447,6566,4
447,9084,3
451,2082,5
451,3753,5
451,4230,5
451,5265,4
451,5504,4
451,6396,5
452,1318,3
452,2344,4
452,2621,5
452,3156,3
452,3703,4
452,4197,3
452,4391,2
452,5629,4
452,6322,3
452,7227,4
452,8127,5
454,1886,3
454,3650,3
454,4931,4
454,4973,4
454,9036,2
456,2465,3
456,3123,4
456,4147,4
456,4597,3
456,6274,5
460,3121,4
460,3770,4
460,3956,4
460,4299,4
460,4382,5
460,4655,4
460,6503,3
460,6515,4
461,775,4
461,978,2
461,1028,3
461,1076,3
461,1220,4
461,1474,4
461,1508,4
461,1708,4
461,1819,3
461,2462,4
461,2840,5
461,4610,4
461,4793,3
461,4920,4
461,5187,4
461,5556,3
461,5942,5
461,6579,3
461,6837,4
461,7066,4
461,7141,4
461,8350,4
461,8409,5
461,8503,5
461,9823,4
462,3160,4
462,3672,5
462,5173,5
462,5586,5
462,8951,5
462,9308,5
462,9590,3
466,2839,4
466,2867,2
466,2872,5
466,4290,4
466,4725,3
466,6212,4
466,6314,4
466,6625,5
466,7572,5
466,8572,4
466,8950,4
466,9639,4
476,1015,4
476,1307,3
476,1957,3
476,2193,4
476,3472,4
476,3964,4
476,4013,2
476,4965,4
476,5206,3
476,5667,4
476,7251,3
476,8516,4
487,1529,3
487,3261,4
487,4137,5
487,4302,5
487,4994,4
487,5273,4
487,5456,4
487,7400,3
487,8525,3
488,4331,5
488,4369,4
488,6390,3
488,6777,3
488,7416,3
490,5206,3
490,6007,3
490,6475,3
490,7426,3
490,7471,3
490,9731,3
490,9972,3
491,775,4
491,1883,4
491,2304,4
491,4443,4
491,4444,4
491,4810,4
491,7827,4
491,8127,4
491,8676,3
491,8818,5
491,9637,2
494,5210,5
494,5625,2
494,6327,4
494,7066,3
494,8957,3
494,9999,4
502,4049,4
502,4321,5
502,4745,5
502,5984,5
502,7039,2
502,7095,3
502,8373,4
502,9250,1
513,1088,4
513,1096,5
513,1580,4
513,1877,5
513,2240,3
513,2738,4
513,3047,3
513,3580,3
513,4014,4
513,4068,4
513,5051,3
513,5158,4
513,5277,3
513,5860,5
513,8207,4
519,1832,3
519,2313,3
519,2344,4
519,2504,3
519,2852,4
519,3149,2
519,3296,3
519,3985,3
519,4020,4
519,4282,1
519,6199,3
519,8874,1
519,8947,5
528,2837,3
528,4516,3
528,6917,2
528,7366,3
528,8053,5
528,9264,3
529,2129,5
529,2316,5
529,4221,4
529,4874,4
529,5238,5
529,6555,5
529,9777,3
534,4843,4
534,6114,2
534,6707,3
534,7239,5
534,7261,4
534,8319,3
534,8384,4
535,3404,5
535,4634,5
535,5128,3
535,7662,5
535,8686,5
535,9172,4
537,3449,5
537,3455,4
537,4597,3
537,5456,3
537,5863,2
537,9981,4
540,3292,5
540,3511,5
540,4238,5
540,4606,5
540,5256,4
540,6512,4
540,7991,4
540,8295,5
540,8801,5
541,4621,4
541,5453,4
541,5581,3
541,6798,4
541,9398,3
542,3954,4
542,4106,4
542,7416,5
542,8160,5
542,9966,3
543,4522,5
543,7872,4
543,9197,4
543,9213,5
543,9701,5
547,3149,3
547,4391,3
547,5933,4
547,6389,3
547,6644,4
547,7716,3
547,8080,4
547,9772,4
550,1997,4
550,3578,4
550,4471,3
550,4731,3
550,5115,3
550,5475,4
550,5861,2
557,2711,4
557,2719,4
557,2959,5
557,3536,5
557,3663,5
557,4194,5
557,4396,5
557,4553,4
557,4775,5
557,4985,5
557,6780,4
557,6938,4
557,9450,5
559,1270,4
559,1294,5
559,3072,4
559,5076,4
559,5343,4
559,6113,3
564,3911,4
564,5311,2
564,5456,3
564,7266,3
564,9689,4
567,1903,4
567,2145,1
567,2436,3
567,2441,3
567,2917,3
567,3373,3
567,3991,4
567,4983,3
567,6105,4
567,6406,3
567,7327,3
567,9471,5
568,3412,5
568,3641,3
568,3856,5
568,4392,3
568,4504,4
568,5058,5
568,5407,5
568,5766,5
568,6636,5
568,8350,3
568,9857,5
573,3187,3
573,4061,4
573,4739,4
573,4965,3
573,7500,3
574,2290,3
574,3092,2
574,4202,4
574,4282,2
574,5076,5
574,5482,5
574,5693,4
574,6250,5
574,7561,4
574,8676,3
574,9178,4
574,9487,3
575,1889,4
575,1924,3
575,3911,4
575,5540,4
575,5774,4
577,685,2
577,1335,4
577,1353,4
577,1403,3
577,1837,4
577,1941,3
577,2071,5
577,2598,4
577,3027,3
577,3721,3
577,4793,3
577,7362,3
577,8318,4
577,9506,3
578,1703,4
578,1915,4
578,3562,4
578,7479,4
578,8654,3
578,9172,3
588,3,1
588,8,3
588,11,4
588,19,4
588,24,4
588,25,5
588,35,4
588,40,3
588,46,5
588,52,1
588,83,3
588,101,4
588,112,3
588,124,4
588,189,4
588,204,4
588,211,3
588,226,3
588,256,4
588,323,4
588,372,4
588,378,4
588,398,3
588,399,4
588,421,3
588,468,3
588,495,4
588,538,4
588,557,4
588,587,4
588,618,4
588,662,4
588,681,4
588,699,3
588,855,4
588,934,4
588,1220,4
588,1392,4
588,1467,4
588,1538,4
588,1688,3
588,2970,4
588,4317,4
588,5663,3
588,5829,4
588,5938,3
589,215,4
589,603,4
589,709,3
589,838,4
589,859,4
589,873,3
589,930,3
589,936,3
589,944,2
589,1033,3
589,1053,3
589,1056,3
589,1136,3
589,1163,3
589,1296,2
589,1412,3
589,1677,2
589,1900,3
589,1975,4
589,2028,3
589,2041,4
589,2110,3
589,2506,4
589,3043,3
589,4012,4
591,752,2
591,983,5
591,1264,2
591,1461,3
591,1539,4
591,1700,4
591,1741,3
591,2316,5
591,2840,5
591,3722,3
591,4222,3
591,4426,4
591,5031,3
591,5961,3
591,6187,3
591,6211,2
591,6212,4
591,6242,4
591,6707,3
591,7783,4
591,8316,4
597,2728,4
597,3013,4
597,3474,5
597,4063,5
597,4543,4
597,4726,5
597,7003,4
597,7320,5
597,7377,5
597,7614,4
597,8880,5
602,2707,4
602,3321,5
602,3338,5
602,3566,5
602,4064,4
602,5661,5
602,6144,5
602,8165,5
606,1872,4
606,3036,4
606,3296,4
606,3352,3
606,3546,5
606,3886,3
606,3985,4
606,4131,4
606,5456,3
606,7205,4
606,7796,3
609,2675,4
609,2739,3
609,4335,3
609,4839,3
609,6293,3
609,6328,3
609,6767,4
609,7545,2
610,3042,3
610,4089,3
610,4754,3
610,4871,3
610,5522,4
610,6721,3
610,8386,4
610,8789,4
610,9440,3
611,4685,2
611,5485,2
611,7498,4
611,9098,3
611,9521,4
613,6260,4
613,6318,3
613,6683,4
613,7354,3
613,8214,5
613,9546,4
615,2359,4
615,2681,4
615,3197,4
615,3322,3
615,4027,3
624,1635,5
624,1895,4
624,2241,2
624,2616,3
624,2994,4
624,3489,4
624,3791,1
624,4815,1
624,5630,2
624,6692,3
624,7817,5
624,8062,4
624,9287,3
624,9691,3
630,1583,4
630,3171,3
630,3195,3
630,4349,4
630,4633,2
630,5482,3
630,5568,3
630,5930,4
630,6826,3
630,8781,3
630,9299,3
630,9731,4
631,2332,4
631,2348,3
631,2702,4
631,2752,4
631,2793,3
631,3300,4
631,3401,4
631,4058,3
631,4879,4
631,5222,3
631,5231,3
631,6047,4
631,6094,4
631,8017,4
631,9065,4
631,9901,4
646,3060,3
646,3540,4
646,3624,4
646,5140,4
646,5452,1
646,6138,4
646,7500,2
646,8438,5
648,5589,4
648,6604,4
648,8295,5
648,9025,2
648,9960,4
657,1239,4
657,1770,4
657,2313,4
657,2693,3
657,3239,3
657,4699,5
657,5960,2
657,6814,4
657,7573,4
657,7604,4
657,7670,4
659,1579,4
659,2436,4
659,2534,4
659,3622,3
659,4022,4
659,4382,4
659,4846,4
659,5164,3
659,5231,4
659,5891,4
659,5894,3
659,6352,4
659,7002,3
659,7268,2
659,7938,3
659,8649,3
659,8710,3
659,8759,3
659,9005,3
659,9040,2
659,9057,3
659,9314,2
660,2935,4
660,3712,4
660,3947,4
660,4321,3
660,4497,3
660,4720,4
660,5229,5
660,5641,4
660,6784,5
663,2639,3
663,3025,1
663,3979,3
663,4590,3
663,5162,4
663,5500,3
663,5580,5
663,6610,3
663,6760,4
663,6920,5
663,7254,5
663,8446,2
663,8978,4
663,9440,2
669,2635,3
669,2999,3
669,3034,3
669,3962,4
669,5078,3
669,5445,3
669,5543,3
669,5703,3
672,1628,4
672,1901,3
672,2272,5
672,3149,2
672,4321,3
672,4540,4
672,5498,3
676,3207,4
676,5863,4
676,6302,4
676,6364,4
676,6417,4
676,6818,5
676,8045,5
676,9021,2
676,9243,3
683,931,3
683,2806,4
683,2938,3
683,3994,3
683,4451,4
683,5238,4
683,6594,3
685,6125,3
685,6750,3
685,8814,3
685,9232,4
685,9588,3
690,4240,3
690,4658,3
690,4874,3
690,5505,3
690,7655,4
690,8503,4
690,9921,4
691,5329,5
691,6218,5
691,6330,5
691,6472,5
691,6678,5
691,7506,5
691,8302,4
691,9343,5
691,9526,5
691,9575,5
697,1044,4
697,1389,4
697,1430,3
697,1770,5
697,2717,4
697,4139,4
